id,name,lng,lat
IDFM:65659,La Frette - Montigny,2.1815266434699985,48.980125632288335
IDFM:72037,Bondy,2.4796900753060336,48.89455539070241
IDFM:64741,Houilles - Carrières-sur-Seine,2.185804211771818,48.91986172418572
IDFM:481111,Terroirs de France,2.3883759342031587,48.83186683612422
IDFM:71370,Gare Saint-Lazare,2.3252697938313074,48.875942170484834
IDFM:62627,Blazy,2.374555579888923,48.684253305834424
IDFM:71453,Péreire Levallois,2.2976930013443706,48.885127670326234
IDFM:64945,Nézel - Aulnay,1.8407350292757463,48.93871678000858
IDFM:73626,Gare de Lyon,2.3750367776928214,48.84456884634244
IDFM:60454,Gazeran,1.7725599327024917,48.62500251098224
IDFM:67056,Boissy-l'Aillerie,2.026694778442739,49.07527336875233
IDFM:65994,Les Mureaux,1.9131899357941797,48.99270261749546
IDFM:64341,Louveciennes,2.1226166136541686,48.86111520403133
IDFM:67871,Eustache Lenoir,3.267547216909479,48.79794849640181
IDFM:60839,Ris-Orangis,2.4144971914855313,48.6590550069372
IDFM:63667,Yves Farge,1.9943153857635771,48.776697780686575
IDFM:73845,Aéroport CDG - Terminal 2E-2F,2.5771420888774514,49.004405707328644
IDFM:73699,Aéroport CDG - Terminal 2 (TGV),2.5722073332859,49.00448713286739
IDFM:69759,Antony,2.3010503411002285,48.754875842515176
IDFM:411496,Marchezais - Broué,1.5133235838557946,48.76849562882864
IDFM:71321,Avenue Foch,2.2747712644338454,48.86985281215763
IDFM:64674,Maule,1.857128082605644,48.909640532269
IDFM:63278,Orly 4,2.368688641866179,48.72912832295537
IDFM:66632,Mairie / Les Noues,2.4740030058804585,49.032206108784344
IDFM:66535,Goussainville,2.46261133476599,49.02363576358399
IDFM:61926,Melun,2.654837989014943,48.52788300025775
IDFM:70263,Arcueil - Cachan,2.32815665004324,48.79906237536497
IDFM:69682,Chemin d'Antony,2.313165912347907,48.747970993649105
IDFM:67172,L'Isle-Adam - Parmain,2.2097278249565173,49.114699994646315
IDFM:66952,Pont Petit,2.1297618207565545,49.06086534277471
IDFM:66650,Les Noues,2.477203733923143,49.03281363722054
IDFM:69722,Les Tilleuls,2.4056195170204564,48.75266286308112
IDFM:70412,Meudon Val Fleury,2.241141437574725,48.80787740952549
IDFM:68984,Trilport,2.9492266756156473,48.96049268484353
IDFM:71517,La Défense,2.239150519190632,48.89160941818277
IDFM:65360,La Barre Ormesson,2.317279483312374,48.96699159192748
IDFM:61410,Moret - Veneux-les-Sablons,2.7997235182143916,48.37789712087584
IDFM:472362,Seugy,2.402108132463022,49.119227801596054
IDFM:72124,Bécon les Bruyères,2.2688037708084656,48.90451511924355
IDFM:65732,Gargenville,1.8104683796756178,48.9838052356594
IDFM:73362,Léon Blum,2.5318959922139657,48.90869649407682
IDFM:71505,Porte d'Asnières - Marguerite Long,2.3027078637922176,48.89048101807227
IDFM:69450,Survilliers - Fosses,2.525230295266339,49.09951048410054
IDFM:73520,Le Clos Montceleux,2.5353563011699007,48.95433468156713
IDFM:66281,Place du Vexin,1.9067152184575131,49.004935169693866
IDFM:65928,Pont Rive Droite / Conflans Fin d'Oise,2.082995542780944,48.99175542629286
IDFM:68918,La Ferté-sous-Jouarre,3.1246904678122234,48.95057951610073
IDFM:73042,Champigny,2.510913169046467,48.8070899464093
IDFM:69813,La Croix de Berny,2.303951871600033,48.76221867799093
IDFM:68505,Couilly - Saint-Germain - Quincy,2.853851354466907,48.88316335837764
IDFM:69906,Parc de Sceaux,2.3110987894332147,48.77013010309965
IDFM:64589,Saint-Germain-en-Laye,2.0952019136637134,48.899349910820405
IDFM:69528,Bellevue,2.2299143314158676,48.81894962083147
IDFM:63621,Pasteur,1.98369992750713,48.77357226740703
IDFM:74265,Sceaux,2.2979282159439305,48.781307920937515
IDFM:411382,Chézy-sur-Marne,3.3652942184882852,48.990548997099616
IDFM:62971,Patte d'Oie,2.429813667684495,48.703203367968385
IDFM:67429,Piscine des Sénarts / Le stade,2.5255584605666543,48.69095813584228
IDFM:73098,Les Boullereaux Champigny,2.511050846486051,48.82488111899386
IDFM:64301,Bougival,2.1314984325711333,48.85408618216473
IDFM:66934,Méry-sur-Oise,2.190216297003079,49.058121103787585
IDFM:63923,Viroflay Rive Gauche,2.1714673688212214,48.80082212035793
IDFM:65897,Herblay,2.161540016010179,48.990657376586846
IDFM:71054,Marcel Sembat,2.2435575418247744,48.83375470939502
IDFM:64175,Orgerus - Béhoust,1.7024506612332846,48.82664360773475
IDFM:71286,Avenue Henri Martin,2.2728586879495656,48.864730687764975
IDFM:72177,Les Vallées,2.2576207922918363,48.91431633825366
IDFM:73350,Romain Rolland,2.546739876362648,48.904711250609296
IDFM:60234,Ambroise Croizat,2.4661156287111936,48.60623895503215
IDFM:66009,Villiers-le-Bel - Gonesse - Arnouville,2.416780587221938,48.99430518223456
IDFM:60536,Saint-Michel-sur-Orge,2.3064414944021903,48.63575284814664
IDFM:65490,Aubergenville Élisabethville,1.8486252201109696,48.97204575081943
IDFM:72641,Le Bourget,2.4255291723753234,48.9310172011565
IDFM:67072,Villaines,2.3518345204682074,49.079306086128284
IDFM:68582,Montry - Condé,2.8265604934771833,48.89097370895945
IDFM:72486,Bobigny Pablo Picasso,2.4494639290998186,48.90698806610648
IDFM:61826,Livry-sur-Seine,2.67916766637593,48.51038312654034
IDFM:63284,Orly 1-2-3,2.3602315001631897,48.72860658169474
IDFM:411346,Chaumont-en-Vexin,1.8728977843623518,49.261285329956
IDFM:69852,Choisy-le-Roi,2.410398584126722,48.764891736703206
IDFM:73591,Cargo Centre,2.5261136458681333,48.99836117307523
IDFM:65749,Groslay,2.353201381409246,48.98505435188866
IDFM:59953,Le Coudray-Montceaux,2.4924776663338903,48.56630636749628
IDFM:66157,Rosny-sur-Seine,1.6301501274624712,48.99732744802272
IDFM:66335,Montigny - Beauchamp,2.197111441686437,49.00732546542588
IDFM:72244,Colombes,2.259258017101952,48.923431982029854
IDFM:480561,Hôpital Européen Georges Pompidou,2.2724233456846163,48.83977972459874
IDFM:72787,Pierrefitte - Stains,2.369953299658597,48.962423878616654
IDFM:68960,Parc / Saint Fiacre,2.9500413973499438,48.958219041740485
IDFM:65542,Andrésy,2.0497537766162517,48.97537265721507
IDFM:64306,Carrefour 307 / Tennis,2.0187244860272875,48.85587906630321
IDFM:69842,Villeneuve Prairie / Pompadour,2.441794301619653,48.76474578088524
IDFM:65110,Val d'Argenteuil,2.231671681314595,48.950542952231146
IDFM:67458,Pont Perronet / Rond Point Wittlich,2.502137610146569,48.69510365643668
IDFM:463843,Triel-sur-Seine,2.00571378124503,48.9811893079247
IDFM:65910,Ermont Halte,2.263340089348758,48.99029637293545
IDFM:73628,Champs Elysées - Grand Bourg,2.431312632266149,48.64349802386665
IDFM:478648,Arboretum,2.561565105555899,48.897810361527064
IDFM:67658,Gretz-Armainvilliers,2.7280745527293364,48.74599413088917
IDFM:411489,Ferrières - Fontenay,2.7723795226191994,48.096169475775426
IDFM:64514,Le Vésinet - Centre,2.134554862635208,48.8899773058796
IDFM:62977,Longjumeau,2.295310937007003,48.70289842207993
IDFM:71161,Luxembourg,2.3403677241813132,48.846496106831424
IDFM:68653,Esbly,2.810716433136834,48.90323402014057
IDFM:65063,Argenteuil,2.256805905332947,48.947014328689804
IDFM:63812,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,2.0453343806076676,48.78755443971757
IDFM:73101,Avenue de Gaumont,2.549256181087143,48.826793970338095
IDFM:66659,Saint-Ouen-l'Aumône Liesse,2.12812847016547,49.033862672287015
IDFM:71379,Porte Maillot,2.2829810266404635,48.87803462882737
IDFM:69254,Dammartin - Juilly - Saint-Mard,2.699046561641733,49.03219634266123
IDFM:415628,Novotel Pont A13,1.9960968683311555,48.924609793313685
IDFM:61327,Montigny-sur-Loing,2.7385223621088484,48.336562426151474
IDFM:64194,Tacoignières - Richebourg,1.6687960283327352,48.82954776989079
IDFM:411388,Ormoy-Villers,2.837987114034145,49.20054917114145
IDFM:67920,Coulommiers,3.08186038034447,48.808031972818426
IDFM:71630,Fontenay-sous-Bois,2.4642837371476953,48.843616777721046
IDFM:63071,Vigneux-sur-Seine,2.41415783474189,48.70814698588002
IDFM:59830,Bouray,2.29055595466474,48.53310416994642
IDFM:73538,Espace V,2.553105103675248,48.96016186083363
IDFM:411406,Le Plessis-Belleville,2.7450250946099195,49.095897569837405
IDFM:69136,Compans,2.6659306044920275,48.991251464443636
IDFM:65804,Foch Pasteur / Maurecourt,2.064185728470073,48.987181270509446
IDFM:69065,Mitry - Claye,2.6425907178103905,48.97554219052763
IDFM:69639,Orly Ville,2.402930543432024,48.74158641537615
IDFM:73491,Sevran Beaudottes,2.524251798476457,48.94722295276624
IDFM:62290,Savigny-le-Temple - Nandy,2.58447608550892,48.595784221062644
IDFM:68385,Marne-la-Vallée Chessy,2.78336655060897,48.86868601781023
IDFM:71274,Invalides,2.313772649516597,48.86170763515209
IDFM:67196,Santeuil - Le Perchay,1.9491928573493376,49.123767026133216
IDFM:70133,Fontenay-aux-Roses,2.2931627130136105,48.787883281053915
IDFM:411376,Mareuil-sur-Ourcq,3.0757524882096337,49.13538084659193
IDFM:67292,Persan - Beaumont,2.278474737910587,49.147663878395456
IDFM:72421,Pantin,2.401150007256789,48.897443910650715
IDFM:66915,Épluches,2.122684780882659,49.05542303902715
IDFM:65691,Vernouillet - Verneuil,1.9827265069721196,48.981270397021625
IDFM:65399,Cormeilles-en-Parisis,2.1936307911144555,48.96826079783465
IDFM:73266,Le Chénay Gagny,2.5526909709786727,48.87654278738195
IDFM:64970,Carrières-sous-Poissy / 3 Tours,2.0323329430863613,48.94141503033919
IDFM:60542,Orangis Bois de l'Épine,2.4075008071713233,48.636617520655314
IDFM:479955,Sablons,1.9147936423009815,48.97709629947252
IDFM:73627,Grand Bourg,2.434479545710241,48.64875722904356
IDFM:60985,Petit Vaux,2.3344419656690927,48.676166077331814
IDFM:61848,Farcy,2.624635025227811,48.51569653276609
IDFM:67783,La Ferté Gaucher Centre / La Halle / Rue d'Orient,3.307392219294537,48.78258117672656
IDFM:59882,Saint-Chéron,2.1257361490015385,48.5513076724038
IDFM:67227,Nointel - Mours,2.280430497561518,49.13267335619226
IDFM:73798,Rosa Parks,2.374287262602372,48.896780934685566
IDFM:68143,Collège Jean Monnet,2.647753581435131,48.84259342091979
IDFM:69622,Les Baconnets,2.2884841505681393,48.73969546389572
IDFM:63320,Massy - Verrières,2.273434437428214,48.73450041815233
IDFM:62172,Saint-Fargeau,2.542698605124847,48.56497625814112
IDFM:61630,Vulaines-sur-Seine - Samoreau,2.7531011107867545,48.430461471546906
IDFM:66079,Sarcelles - Saint-Brice,2.3695111105907367,48.99550939543268
IDFM:478855,Étampes,2.1599566732281934,48.436916849512016
IDFM:60115,La Norville - Saint-Germain-lès-Arpajon,2.266215906699314,48.59111916474817
IDFM:70393,Saint-Maur - Créteil,2.472207931182716,48.80653515085559
IDFM:411477,Villeneuve-sur-Yonne,3.2865046950805197,48.085206695756156
IDFM:70210,Bagneux,2.321351111662759,48.793182307697364
IDFM:69568,Villeneuve-Saint-Georges,2.446652219981372,48.73065302521786
IDFM:71718,Val de Fontenay,2.4881183285618103,48.853730859563576
IDFM:411502,Saint-Piat,1.5900733879453606,48.542555489100806
IDFM:426093,Dugny - La Courneuve,2.4118654407615177,48.94381511702946
IDFM:67820,Monument aux Morts,3.272507834548448,48.79113800698026
IDFM:73106,Fourchette de Bry,2.5100202045708,48.8274985429325
IDFM:63029,Lozère,2.21214038568627,48.70589061311374
IDFM:61914,Jean Jaurès,2.6459037924987086,48.5262059927272
IDFM:72598,La Courneuve - Aubervilliers,2.3849024388313063,48.92362124439819
IDFM:71475,Pont Cardinet,2.3150648659981963,48.887831870443904
IDFM:65632,Mairie / Manoir / Rue du Hameau,1.974458950155502,48.97892974312126
IDFM:59403,Angerville,2.003716814934207,48.31160533659635
IDFM:67126,Belloy - Saint-Martin,2.361719133434029,49.09805240626653
IDFM:65703,Faisanderie / La Garenne La Source,1.968783735793724,48.98230290668599
IDFM:72652,Drancy,2.4548816260510695,48.93288092805197
IDFM:67688,Campus Sainte Thérèse / Ferme Pereire,2.6992935996674166,48.757176746391096
IDFM:66654,Domont,2.338122334960645,49.03240628012083
IDFM:64199,Plaisir - Grignon,1.9435422532845175,48.83169228152441
IDFM:478926,Auber,2.3297340556061523,48.87284204741142
IDFM:411483,Montargis,2.7429394830349696,48.00672778886036
IDFM:411459,Pont-sur-Yonne,3.20182215847476,48.2862001432567
IDFM:70956,Nanterre Université,2.213638153292894,48.900721218710935
IDFM:68427,Lagny Thorigny / Foch Paix Notre Dame,2.7013442896104936,48.8766572482259
IDFM:60915,Épinay-sur-Orge,2.3321064591414045,48.66973464911784
IDFM:69663,Villeneuve Triage / Hector Berlioz,2.446566144722081,48.745835120276105
IDFM:72646,Aulnay-sous-Bois,2.49542900729953,48.93190742259941
IDFM:73604,Achères Ville,2.077115287792409,48.97006468502497
IDFM:63426,La Verrière,1.9432162270931463,48.75537090750065
IDFM:66672,Bessancourt,2.2113731389250346,49.0358176458608
IDFM:72303,Gennevilliers,2.3073494029804635,48.93319821661805
IDFM:480614,Verdun,2.360725379175273,48.876402363641226
IDFM:424296,Villiers - Neauphle - Pontchartrain,1.8769372561376882,48.81520578551152
IDFM:63035,Eglise,2.4548765847794773,48.707336622406
IDFM:65827,Maurecourt,2.0602665708046244,48.987802611696985
IDFM:422067,Le Val d'Or,2.2159585070243004,48.85624985794026
IDFM:72148,La Garenne-Colombes,2.2373501076888997,48.909746380406844
IDFM:73590,Marguilliers,2.523763376836806,48.99459761979148
IDFM:72041,Noisy-le-Sec,2.4597118420145114,48.89623360672784
IDFM:69950,Créteil Pompadour,2.4351169821102907,48.77202662617891
IDFM:71150,Javel,2.2776933042089658,48.846381555166886
IDFM:63740,Groupe Scolaire Pasteur,2.0356776902635296,48.78271883431979
IDFM:60785,Sainte-Geneviève-des-Bois,2.3136875306974782,48.653447896092
IDFM:72158,Rue de l'Aigle,2.254761180661625,48.9105799149042
IDFM:62567,Charles de Gaulle / Mairie,2.5389016527845847,48.671496381888126
IDFM:67352,Chars,1.93678718487307,49.162839298194555
IDFM:59836,Dourdan,2.0084606592978753,48.533924912113925
IDFM:59420,Boigneville,2.378572751376957,48.34164925967898
IDFM:61658,Héricy,2.7601795434562657,48.44344879627352
IDFM:59661,La Ferté-Alais,2.3513061287181447,48.48495288856972
IDFM:63945,Les Matelots,2.1055821156174757,48.803310851412974
IDFM:64021,Versailles Rive Droite,2.135382528301316,48.810154313125274
IDFM:415522,Place Beilstein,2.6217892541239096,48.804273453495014
IDFM:411505,La Villette Saint-Prest,1.5243665464960081,48.48257328597441
IDFM:67176,Viarmes,2.368309976358639,49.11677905725956
IDFM:59678,Étréchy,2.1945729959995344,48.49387609206692
IDFM:411330,Saint-Leu-d'Esserent,2.417071454431694,49.21379460642065
IDFM:411465,Villeneuve-la-Guyard,3.0720201061041963,48.34261875935412
IDFM:70640,Joinville-le-Pont,2.463819819820755,48.820501110843026
IDFM:65845,Mairie / Poste,1.8120730952637025,48.98832221076321
IDFM:69656,Orly - Gaston Viens,2.4076808338870808,48.74481656784258
IDFM:59450,Guillerval,2.0597027321607784,48.37428478563944
IDFM:67944,Mouroux,3.042851704229267,48.81391314953219
IDFM:68137,Cours des Lacs,2.6309653652726803,48.841886290677685
IDFM:63594,Petit Jouy Les Loges,2.1465359146122407,48.77100598371306
IDFM:65582,Garges - Sarcelles,2.390390130223988,48.976476947897005
IDFM:478347,Saint-Gratien (Bd Pasteur) / Berthie Albrecht,2.283515056294623,48.96558061515626
IDFM:65669,Ermont - Eaubonne,2.270756137509537,48.98035457715928
IDFM:64918,Sartrouville,2.1579181922624975,48.93757429799871
IDFM:66977,Osny,2.057534666294804,49.0630883780194
IDFM:60368,Strathkelvin / Tarterêts,2.4628449102445757,48.619636246734025
IDFM:62003,Le Mée,2.6246663798045846,48.5397019791629
IDFM:62825,La Hacquinière,2.1516106103390045,48.695299548452454
IDFM:59984,Mennecy,2.4326345482525316,48.571028616827434
IDFM:72017,L'Etoile,2.4853740716142902,48.89283978736455
IDFM:463754,Sèvres Rive Gauche,2.214336822294002,48.82098388147601
IDFM:411429,Chantilly - Gouvieux,2.4595921526488045,49.18761023942759
IDFM:71572,Bibliothèque François Mitterrand,2.3770938294130506,48.829789523685854
IDFM:65663,Champ de Courses d'Enghien,2.2913677117738285,48.980159790880215
IDFM:59842,Sermaise,2.0695714529791553,48.53556995578847
IDFM:412697,Noisy-le-Grand - Mont d'Est,2.5505923657550102,48.84086489292893
IDFM:62667,Gravigny Balizy,2.316779721146932,48.685402451335115
IDFM:66795,Bouffémont - Moisselles,2.3227147912035253,49.04514748385083
IDFM:65305,Saint-Gratien,2.2862482491848026,48.9634746387342
IDFM:71590,Nogent-sur-Marne,2.4721838765817417,48.83514849369706
IDFM:66696,Cergy Préfecture,2.080074950205251,49.036695605159764
IDFM:62978,Saint-Rémy-lès-Chevreuse,2.070717862404345,48.702844431078844
IDFM:71935,Rosny-sous-Bois,2.4864269859447155,48.87113024397187
IDFM:59948,Marolles-en-Hurepoix,2.2906297099350383,48.56520207969778
IDFM:427230,Robinson,2.2804733313900534,48.779254095363385
IDFM:411447,Bonneval,1.3862711811788562,48.186422216965354
IDFM:73278,Gagny,2.5258408407745745,48.88299302145441
IDFM:59531,Saint-Martin d'Étampes,2.145128483301033,48.42779603935266
IDFM:67076,Montgeroult - Courcelles,2.0039346478485185,49.08087405853872
IDFM:73097,Villiers-sur-Marne - Le Plessis-Trévise,2.5433185367923508,48.82354273683933
IDFM:70945,Nanterre Préfecture,2.2220079549058154,48.896090368950084
IDFM:73624,Le Vert de Maisons,2.4336076699120714,48.789481421787215
IDFM:67000,Montsoult - Maffliers,2.322350524179967,49.066238487788816
IDFM:61423,Saint-Mammès,2.81628529242187,48.38231345153734
IDFM:65770,Mantes Station,1.715606803303922,48.982701171929
IDFM:67886,Saint-Siméon,3.2091192168667124,48.79956052603091
IDFM:64356,Bretèche / Guitel Lecoq,2.0299081084929953,48.86390733892773
IDFM:69633,Rungis la Fraternelle,2.352434788890079,48.74117525130972
IDFM:59966,Gabrielle d'Estrées / Rue du Puits,2.480910100657545,48.56831196020514
IDFM:66731,Saint-Ouen-l'Aumône Quartier de l'Église,2.104115256384031,49.039696424203555
IDFM:62168,Nangis,3.012223999993281,48.561487235911585
IDFM:68266,Val d'Europe,2.7727353185191577,48.8542546901682
IDFM:73354,République - Marx Dormoy,2.523570561496282,48.90608269212403
IDFM:69503,Chaville Rive Droite,2.1879786712366647,48.81242987481575
IDFM:67241,Champagne-sur-Oise,2.242222474769128,49.135940904265404
IDFM:73684,Lycée Robert Doisneau / Tarterêts,2.45823461752569,48.613480580028394
IDFM:478505,Juvisy,2.3841831589022147,48.68960585691272
IDFM:63893,Houdan,1.6022710484444687,48.79575468751435
IDFM:411453,Sens,3.2673805413803247,48.19822559869753
IDFM:69487,Chaville - Vélizy,2.184662590927662,48.799370363385535
IDFM:60052,Égly,2.222515406878187,48.5825836572266
IDFM:59825,Ballancourt,2.3709369923567425,48.53168548312322
IDFM:67897,Émerainville - Pontault-Combault,2.617663307618923,48.80619893574074
IDFM:423056,Vigne Blanche,1.9123398787131298,48.98173696872259
IDFM:67827,Champgoulin,3.2561836545952625,48.79179018933259
IDFM:62351,Mormant,2.888938631993204,48.61350977938497
IDFM:74127,Vernon - Giverny,1.478470064428275,49.09108583810178
IDFM:59843,Dourdan la Forêt,1.9964123582789242,48.53494721111262
IDFM:73092,Georges Demésy,2.5502292255916013,48.82294836943659
IDFM:66436,Neuville Université,2.079348783679217,49.01440234940957
IDFM:73718,Chaville Rive Gauche,2.1888648785766653,48.80492134566651
IDFM:60028,Breuillet - Bruyères-le-Châtel,2.191949080052205,48.57726142039487
IDFM:63999,Fontenay-le-Fleury,2.040362648678501,48.8073516487988
IDFM:73166,Bry-sur-Marne,2.5259516442613905,48.844605506569266
IDFM:73860,République - La Poste / Ecole Militaire,2.069527664491933,48.7994783912967
IDFM:70427,Laplace,2.3337952367397734,48.808479126768745
IDFM:63404,Bièvres,2.215314510140175,48.751491999356254
IDFM:61858,Longueville,3.250213759946429,48.513394612224545
IDFM:64566,Saint-Germain-en-Laye Bel-Air - Fourqueux,2.071082044727547,48.89567577947302
IDFM:72881,Boissy-Saint-Léger,2.5051836460802868,48.75296403300046
IDFM:63886,Porchefontaine,2.1528894390051514,48.797480972669554
IDFM:72381,Gilbert Bonnemaison,2.3080828195440697,48.95451097965315
IDFM:67476,Brunoy,2.506319632061458,48.69899369324988
IDFM:71033,Place d'Italie,2.3555709522236308,48.831415772712255
IDFM:73360,Gargan,2.5170235945982866,48.90815633008744
IDFM:71607,Bercy,2.381282574050023,48.83898030836166
IDFM:62890,Gif-Sur-Yvette,2.136891042679406,48.69801923478294
IDFM:71073,Balard,2.27810265954895,48.836504438496775
IDFM:64338,Beynes,1.8755380289339938,48.85988068803363
IDFM:61412,La Grande-Paroisse,2.8969019378410525,48.378898210107494
IDFM:72064,Porte de la Chapelle,2.359593407593158,48.897642587233705
IDFM:66484,Éragny - Neuville,2.090750003238467,49.01794731820281
IDFM:64883,Poissy,2.040622851172786,48.9327357707875
IDFM:73108,Aristide Briand - Général De Gaulle / Beauséjour,2.535635997137683,48.827434367253105
IDFM:72564,Place du 19 Mars 1962,2.451239555170325,48.920011921015266
IDFM:73623,Maryse Bastié,2.3769194776033995,48.82386174812351
IDFM:73605,Conflans Fin d'Oise,2.074666737338374,48.99021218185738
IDFM:65441,Sannois,2.263452224583441,48.97034659280508
IDFM:73596,Aéroport CDG 1 (Terminal 3),2.560260244597555,49.01023486412317
IDFM:69662,Les Saules,2.416909060843077,48.74598178768272
IDFM:73312,Allée de la Tour-Rendez-vous,2.5062567905900566,48.896961540761446
IDFM:64572,Mareil-sur-Mauldre,1.8718488171877579,48.89302020567544
IDFM:462934,Ozoir-la-Ferrière,2.690054696414029,48.77019445210668
IDFM:65752,Cernay,2.256984895906307,48.98513550724819
IDFM:60525,Pyramides / Lycée des Loges,2.4252832392047967,48.635090121437415
IDFM:73114,Friedberg,2.539194161358421,48.83018218037361
IDFM:72204,Grésillons - Laurent Cély,2.307521637215273,48.91769529637134
IDFM:63523,Jouy-en-Josas,2.163130112555522,48.764633915040235
IDFM:73600,Nicot / Ecole Notre Dame,2.076141170423821,48.894212999487834
IDFM:70940,Nanterre Ville,2.1945987102607827,48.89564386371856
IDFM:471371,Thomery,2.7639170817949954,48.39707926805774
IDFM:70505,Clamart,2.272660680485391,48.813496693386135
IDFM:411499,Jouy,1.5573780613685342,48.509921715910615
IDFM:71056,Denfert-Rochereau,2.332734761848371,48.83389423071392
IDFM:411441,Creil,2.468932722996438,49.2638259762795
IDFM:67065,Mériel,2.205342315295818,49.07777496094889
IDFM:72028,Les Coquetiers,2.499753036091097,48.893148027694096
IDFM:63025,Le Guichet,2.1919067705349993,48.70613328903101
IDFM:63072,Montgeron - Crosne,2.46228023139646,48.70829216661925
IDFM:73190,Neuilly-Plaisance,2.5140924378033263,48.853156068339864
IDFM:421297,La Plaine,2.525054605986787,48.69632144143138
IDFM:62064,Champbenoist Poigny,3.2864480209324887,48.54603545377897
IDFM:480550,Ministère de l'Economie et des Finances,2.3783441220344685,48.84088970869434
IDFM:67177,Luzarches,2.4212359941482973,49.117644447057536
IDFM:477285,Notre-Dame des Anges,2.556690751609041,48.9007915842466
IDFM:65668,Issou - Porcheville,1.7846678812049326,48.9792703394028
IDFM:66520,Vaucelles,2.229990344889035,49.02142455291207
IDFM:64480,Couture / Mareil-Marly / Lavoir,2.0726985630175543,48.88532773486282
IDFM:68096,Collège du Segrais,2.652667591791687,48.83512524860179
IDFM:66063,Gros Noyer Saint-Prix,2.2594466737537315,48.99647227567829
IDFM:73747,Cabane Noire / Bonne Auberge,2.743276716128741,48.87794170104472
IDFM:411512,Épernon,1.6816723125024857,48.60508485349536
IDFM:60309,Corbeil-Essonnes,2.472721999510473,48.61357709280841
IDFM:60422,Le Bras de Fer,2.45162301797347,48.6236734449425
IDFM:72633,Rond-point Pierre Sémard - P. Vaillant Couturier,2.4792139241822815,48.92920316663196
IDFM:65985,Les Clairières de Verneuil,1.9552481530251116,48.99246512403242
IDFM:64977,Stalingrad / Masures,2.1637767542176105,48.94209834108253
IDFM:70902,Rueil-Malmaison,2.1715097581494804,48.88729784550682
IDFM:64145,Villepreux - Les Clayes,1.9918675173045932,48.82344350683462
IDFM:69603,Paul Painlevé / Place Gounot,2.4113609228544943,48.736861252638846
IDFM:60797,Grigny Centre,2.3958060266783607,48.65388351188084
IDFM:63593,La Passerelle,1.9698351934699718,48.77070564256717
IDFM:71359,Gare de l'Est,2.3586128821248176,48.87703379190034
IDFM:65227,Épinay - Villetaneuse,2.327941453115111,48.958409869508586
IDFM:63240,Les Essarts-le-Roi,1.889740985971045,48.72206280810167
IDFM:65788,Limay,1.7474174957189186,48.983995334951814
IDFM:63134,Athis-Mons,2.40318485970654,48.71278732957569
IDFM:71562,Parc du Tremblay,2.493876659982687,48.82807827231678
IDFM:64025,Garancières - La Queue,1.76458399962282,48.81055368141758
IDFM:63454,Vauboyen,2.191756234027354,48.75848427875931
IDFM:69625,Villeneuve-le-Roi,2.4250241088326767,48.74020179937739
IDFM:73576,Foyer des Bruyères,2.5557502255896445,48.98142974157033
IDFM:411343,Liancourt-Saint-Pierre,1.9054228558161719,49.22060498779062
IDFM:73594,Rue des Vignes,2.5481301761204196,49.00462819790257
IDFM:70623,Cité Universitaire,2.339533882679739,48.82090900580175
IDFM:60733,Jean Jaurès,2.4066599508561826,48.650331023954095
IDFM:72383,Épinay-sur-Seine,2.30155084085226,48.954675904547265
IDFM:412712,Stade / La justice,2.500017399752255,48.562344230793386
IDFM:463850,Trappes,2.0062447044394025,48.77470637172502
IDFM:62892,Orsay Ville,2.1820128153047484,48.69827603800392
IDFM:70705,Vaucresson,2.152662889753777,48.83699019892247
IDFM:65517,Jean Jaurès,1.9868509160954104,48.97470044425125
IDFM:73861,Division Leclerc,2.0731537994763674,48.8003700167433
IDFM:73731,Saint-Cyr,2.072799565245541,48.79885173301913
IDFM:73625,Maisons-Alfort - Alfortville,2.4271347621504433,48.80130907214805
IDFM:411391,Nanteuil-le-Haudouin,2.794390881802207,49.142511620292915
IDFM:72206,Stade de France Saint-Denis,2.3519697653374667,48.9178224701412
IDFM:426083,Stains la Cerisaie,2.391793289924294,48.95462761389523
IDFM:71139,Gare Montparnasse,2.319342991047202,48.84067243107856
IDFM:66321,Meulan - Hardricourt,1.9013412391995306,49.00532415506865
IDFM:413442,Aristide Briand,2.371401791149619,48.70872943896624
IDFM:63677,République Paul Vaillant Couturier,2.004950162976424,48.77709264728074
IDFM:411422,Orry-la-Ville - Coye,2.4898604453844024,49.13857210808302
IDFM:411493,Dreux,1.3710627915334217,48.73157378987803
IDFM:70359,Le Parc de Saint-Maur,2.486086314234147,48.804786870372396
IDFM:73329,Hôpital de Montfermeil,2.5705339438728063,48.90103986824778
IDFM:66834,Cergy le Haut,2.010883213467724,49.04777728058803
IDFM:71597,Quai de la Gare,2.3734371974298094,48.83707778702631
IDFM:67027,Auvers-sur-Oise,2.174367072242313,49.07046709680563
IDFM:69300,Louvres,2.5016945664923185,49.04938623879934
IDFM:65048,Maisons-Laffitte,2.144324154983506,48.94573812402797
IDFM:69541,Sèvres Rive Gauche / Mairie,2.213790070658944,48.82472625821561
IDFM:73163,Noisy - Champs,2.580312370266363,48.84290644634889
IDFM:62751,Mairie,2.3706425125875,48.691653444916646
IDFM:66338,Vaux-sur-Seine,1.9631726468549733,49.00707927162189
IDFM:67734,Aristide Briand / Ozoir-la-Ferrière,2.673284034218644,48.768144102946025
